country,01/22/2020 new confirmed,01/22/2020 total confirmed,01/22/2020 new deaths,01/22/2020 total deaths,01/22/2020 recovered,01/22/2020 total recovered,01/23/2020 new confirmed,01/23/2020 total confirmed,01/23/2020 new deaths,01/23/2020 total deaths,01/23/2020 recovered,01/23/2020 total recovered,01/24/2020 new confirmed,01/24/2020 total confirmed,01/24/2020 new deaths,01/24/2020 total deaths,01/24/2020 recovered,01/24/2020 total recovered,01/25/2020 new confirmed,01/25/2020 total confirmed,01/25/2020 new deaths,01/25/2020 total deaths,01/25/2020 recovered,01/25/2020 total recovered,01/26/2020 new confirmed,01/26/2020 total confirmed,01/26/2020 new deaths,01/26/2020 total deaths,01/26/2020 recovered,01/26/2020 total recovered,01/27/2020 new confirmed,01/27/2020 total confirmed,01/27/2020 new deaths,01/27/2020 total deaths,01/27/2020 recovered,01/27/2020 total recovered,01/28/2020 new confirmed,01/28/2020 total confirmed,01/28/2020 new deaths,01/28/2020 total deaths,01/28/2020 recovered,01/28/2020 total recovered,01/29/2020 new confirmed,01/29/2020 total confirmed,01/29/2020 new deaths,01/29/2020 total deaths,01/29/2020 recovered,01/29/2020 total recovered,01/30/2020 new confirmed,01/30/2020 total confirmed,01/30/2020 new deaths,01/30/2020 total deaths,01/30/2020 recovered,01/30/2020 total recovered,01/31/2020 new confirmed,01/31/2020 total confirmed,01/31/2020 new deaths,01/31/2020 total deaths,01/31/2020 recovered,01/31/2020 total recovered,02/01/2020 new confirmed,02/01/2020 total confirmed,02/01/2020 new deaths,02/01/2020 total deaths,02/01/2020 recovered,02/01/2020 total recovered,02/02/2020 new confirmed,02/02/2020 total confirmed,02/02/2020 new deaths,02/02/2020 total deaths,02/02/2020 recovered,02/02/2020 total recovered,02/03/2020 new confirmed,02/03/2020 total confirmed,02/03/2020 new deaths,02/03/2020 total deaths,02/03/2020 recovered,02/03/2020 total recovered,02/04/2020 new confirmed,02/04/2020 total confirmed,02/04/2020 new deaths,02/04/2020 total deaths,02/04/2020 recovered,02/04/2020 total recovered,02/05/2020 new confirmed,02/05/2020 total confirmed,02/05/2020 new deaths,02/05/2020 total deaths,02/05/2020 recovered,02/05/2020 total recovered,02/06/2020 new confirmed,02/06/2020 total confirmed,02/06/2020 new deaths,02/06/2020 total deaths,02/06/2020 recovered,02/06/2020 total recovered,02/07/2020 new confirmed,02/07/2020 total confirmed,02/07/2020 new deaths,02/07/2020 total deaths,02/07/2020 recovered,02/07/2020 total recovered,02/08/2020 new confirmed,02/08/2020 total confirmed,02/08/2020 new deaths,02/08/2020 total deaths,02/08/2020 recovered,02/08/2020 total recovered,02/09/2020 new confirmed,02/09/2020 total confirmed,02/09/2020 new deaths,02/09/2020 total deaths,02/09/2020 recovered,02/09/2020 total recovered,02/10/2020 new confirmed,02/10/2020 total confirmed,02/10/2020 new deaths,02/10/2020 total deaths,02/10/2020 recovered,02/10/2020 total recovered,02/11/2020 new confirmed,02/11/2020 total confirmed,02/11/2020 new deaths,02/11/2020 total deaths,02/11/2020 recovered,02/11/2020 total recovered,02/12/2020 new confirmed,02/12/2020 total confirmed,02/12/2020 new deaths,02/12/2020 total deaths,02/12/2020 recovered,02/12/2020 total recovered,02/13/2020 new confirmed,02/13/2020 total confirmed,02/13/2020 new deaths,02/13/2020 total deaths,02/13/2020 recovered,02/13/2020 total recovered,02/14/2020 new confirmed,02/14/2020 total confirmed,02/14/2020 new deaths,02/14/2020 total deaths,02/14/2020 recovered,02/14/2020 total recovered,02/15/2020 new confirmed,02/15/2020 total confirmed,02/15/2020 new deaths,02/15/2020 total deaths,02/15/2020 recovered,02/15/2020 total recovered,02/16/2020 new confirmed,02/16/2020 total confirmed,02/16/2020 new deaths,02/16/2020 total deaths,02/16/2020 recovered,02/16/2020 total recovered,02/17/2020 new confirmed,02/17/2020 total confirmed,02/17/2020 new deaths,02/17/2020 total deaths,02/17/2020 recovered,02/17/2020 total recovered,02/18/2020 new confirmed,02/18/2020 total confirmed,02/18/2020 new deaths,02/18/2020 total deaths,02/18/2020 recovered,02/18/2020 total recovered,02/19/2020 new confirmed,02/19/2020 total confirmed,02/19/2020 new deaths,02/19/2020 total deaths,02/19/2020 recovered,02/19/2020 total recovered,02/20/2020 new confirmed,02/20/2020 total confirmed,02/20/2020 new deaths,02/20/2020 total deaths,02/20/2020 recovered,02/20/2020 total recovered,02/21/2020 new confirmed,02/21/2020 total confirmed,02/21/2020 new deaths,02/21/2020 total deaths,02/21/2020 recovered,02/21/2020 total recovered,02/22/2020 new confirmed,02/22/2020 total confirmed,02/22/2020 new deaths,02/22/2020 total deaths,02/22/2020 recovered,02/22/2020 total recovered,02/23/2020 new confirmed,02/23/2020 total confirmed,02/23/2020 new deaths,02/23/2020 total deaths,02/23/2020 recovered,02/23/2020 total recovered,02/24/2020 new confirmed,02/24/2020 total confirmed,02/24/2020 new deaths,02/24/2020 total deaths,02/24/2020 recovered,02/24/2020 total recovered,02/25/2020 new confirmed,02/25/2020 total confirmed,02/25/2020 new deaths,02/25/2020 total deaths,02/25/2020 recovered,02/25/2020 total recovered,02/26/2020 new confirmed,02/26/2020 total confirmed,02/26/2020 new deaths,02/26/2020 total deaths,02/26/2020 recovered,02/26/2020 total recovered,02/27/2020 new confirmed,02/27/2020 total confirmed,02/27/2020 new deaths,02/27/2020 total deaths,02/27/2020 recovered,02/27/2020 total recovered,02/28/2020 new confirmed,02/28/2020 total confirmed,02/28/2020 new deaths,02/28/2020 total deaths,02/28/2020 recovered,02/28/2020 total recovered,02/29/2020 new confirmed,02/29/2020 total confirmed,02/29/2020 new deaths,02/29/2020 total deaths,02/29/2020 recovered,02/29/2020 total recovered,03/01/2020 new confirmed,03/01/2020 total confirmed,03/01/2020 new deaths,03/01/2020 total deaths,03/01/2020 recovered,03/01/2020 total recovered,03/02/2020 new confirmed,03/02/2020 total confirmed,03/02/2020 new deaths,03/02/2020 total deaths,03/02/2020 recovered,03/02/2020 total recovered,03/03/2020 new confirmed,03/03/2020 total confirmed,03/03/2020 new deaths,03/03/2020 total deaths,03/03/2020 recovered,03/03/2020 total recovered,03/04/2020 new confirmed,03/04/2020 total confirmed,03/04/2020 new deaths,03/04/2020 total deaths,03/04/2020 recovered,03/04/2020 total recovered,03/05/2020 new confirmed,03/05/2020 total confirmed,03/05/2020 new deaths,03/05/2020 total deaths,03/05/2020 recovered,03/05/2020 total recovered,03/06/2020 new confirmed,03/06/2020 total confirmed,03/06/2020 new deaths,03/06/2020 total deaths,03/06/2020 recovered,03/06/2020 total recovered,03/07/2020 new confirmed,03/07/2020 total confirmed,03/07/2020 new deaths,03/07/2020 total deaths,03/07/2020 recovered,03/07/2020 total recovered,03/08/2020 new confirmed,03/08/2020 total confirmed,03/08/2020 new deaths,03/08/2020 total deaths,03/08/2020 recovered,03/08/2020 total recovered,03/09/2020 new confirmed,03/09/2020 total confirmed,03/09/2020 new deaths,03/09/2020 total deaths,03/09/2020 recovered,03/09/2020 total recovered,03/10/2020 new confirmed,03/10/2020 total confirmed,03/10/2020 new deaths,03/10/2020 total deaths,03/10/2020 recovered,03/10/2020 total recovered,03/11/2020 new confirmed,03/11/2020 total confirmed,03/11/2020 new deaths,03/11/2020 total deaths,03/11/2020 recovered,03/11/2020 total recovered,03/12/2020 new confirmed,03/12/2020 total confirmed,03/12/2020 new deaths,03/12/2020 total deaths,03/12/2020 recovered,03/12/2020 total recovered,03/13/2020 new confirmed,03/13/2020 total confirmed,03/13/2020 new deaths,03/13/2020 total deaths,03/13/2020 recovered,03/13/2020 total recovered,03/14/2020 new confirmed,03/14/2020 total confirmed,03/14/2020 new deaths,03/14/2020 total deaths,03/14/2020 recovered,03/14/2020 total recovered,03/15/2020 new confirmed,03/15/2020 total confirmed,03/15/2020 new deaths,03/15/2020 total deaths,03/15/2020 recovered,03/15/2020 total recovered,03/16/2020 new confirmed,03/16/2020 total confirmed,03/16/2020 new deaths,03/16/2020 total deaths,03/16/2020 recovered,03/16/2020 total recovered,03/17/2020 new confirmed,03/17/2020 total confirmed,03/17/2020 new deaths,03/17/2020 total deaths,03/17/2020 recovered,03/17/2020 total recovered,03/18/2020 new confirmed,03/18/2020 total confirmed,03/18/2020 new deaths,03/18/2020 total deaths,03/18/2020 recovered,03/18/2020 total recovered,03/19/2020 new confirmed,03/19/2020 total confirmed,03/19/2020 new deaths,03/19/2020 total deaths,03/19/2020 recovered,03/19/2020 total recovered,03/20/2020 new confirmed,03/20/2020 total confirmed,03/20/2020 new deaths,03/20/2020 total deaths,03/20/2020 recovered,03/20/2020 total recovered,03/21/2020 new confirmed,03/21/2020 total confirmed,03/21/2020 new deaths,03/21/2020 total deaths,03/21/2020 recovered,03/21/2020 total recovered,03/22/2020 new confirmed,03/22/2020 total confirmed,03/22/2020 new deaths,03/22/2020 total deaths,03/22/2020 recovered,03/22/2020 total recovered,03/23/2020 new confirmed,03/23/2020 total confirmed,03/23/2020 new deaths,03/23/2020 total deaths,03/23/2020 recovered,03/23/2020 total recovered,03/24/2020 new confirmed,03/24/2020 total confirmed,03/24/2020 new deaths,03/24/2020 total deaths,03/24/2020 recovered,03/24/2020 total recovered,03/25/2020 new confirmed,03/25/2020 total confirmed,03/25/2020 new deaths,03/25/2020 total deaths,03/25/2020 recovered,03/25/2020 total recovered,03/26/2020 new confirmed,03/26/2020 total confirmed,03/26/2020 new deaths,03/26/2020 total deaths,03/26/2020 recovered,03/26/2020 total recovered,03/27/2020 new confirmed,03/27/2020 total confirmed,03/27/2020 new deaths,03/27/2020 total deaths,03/27/2020 recovered,03/27/2020 total recovered,03/28/2020 new confirmed,03/28/2020 total confirmed,03/28/2020 new deaths,03/28/2020 total deaths,03/28/2020 recovered,03/28/2020 total recovered,03/29/2020 new confirmed,03/29/2020 total confirmed,03/29/2020 new deaths,03/29/2020 total deaths,03/29/2020 recovered,03/29/2020 total recovered,03/30/2020 new confirmed,03/30/2020 total confirmed,03/30/2020 new deaths,03/30/2020 total deaths,03/30/2020 recovered,03/30/2020 total recovered,03/31/2020 new confirmed,03/31/2020 total confirmed,03/31/2020 new deaths,03/31/2020 total deaths,03/31/2020 recovered,03/31/2020 total recovered,04/01/2020 new confirmed,04/01/2020 total confirmed,04/01/2020 new deaths,04/01/2020 total deaths,04/01/2020 recovered,04/01/2020 total recovered,04/02/2020 new confirmed,04/02/2020 total confirmed,04/02/2020 new deaths,04/02/2020 total deaths,04/02/2020 recovered,04/02/2020 total recovered,04/03/2020 new confirmed,04/03/2020 total confirmed,04/03/2020 new deaths,04/03/2020 total deaths,04/03/2020 recovered,04/03/2020 total recovered,04/04/2020 new confirmed,04/04/2020 total confirmed,04/04/2020 new deaths,04/04/2020 total deaths,04/04/2020 recovered,04/04/2020 total recovered,04/05/2020 new confirmed,04/05/2020 total confirmed,04/05/2020 new deaths,04/05/2020 total deaths,04/05/2020 recovered,04/05/2020 total recovered,04/06/2020 new confirmed,04/06/2020 total confirmed,04/06/2020 new deaths,04/06/2020 total deaths,04/06/2020 recovered,04/06/2020 total recovered,04/07/2020 new confirmed,04/07/2020 total confirmed,04/07/2020 new deaths,04/07/2020 total deaths,04/07/2020 recovered,04/07/2020 total recovered,04/08/2020 new confirmed,04/08/2020 total confirmed,04/08/2020 new deaths,04/08/2020 total deaths,04/08/2020 recovered,04/08/2020 total recovered,04/09/2020 new confirmed,04/09/2020 total confirmed,04/09/2020 new deaths,04/09/2020 total deaths,04/09/2020 recovered,04/09/2020 total recovered,04/10/2020 new confirmed,04/10/2020 total confirmed,04/10/2020 new deaths,04/10/2020 total deaths,04/10/2020 recovered,04/10/2020 total recovered,04/11/2020 new confirmed,04/11/2020 total confirmed,04/11/2020 new deaths,04/11/2020 total deaths,04/11/2020 recovered,04/11/2020 total recovered,04/12/2020 new confirmed,04/12/2020 total confirmed,04/12/2020 new deaths,04/12/2020 total deaths,04/12/2020 recovered,04/12/2020 total recovered,04/13/2020 new confirmed,04/13/2020 total confirmed,04/13/2020 new deaths,04/13/2020 total deaths,04/13/2020 recovered,04/13/2020 total recovered,04/14/2020 new confirmed,04/14/2020 total confirmed,04/14/2020 new deaths,04/14/2020 total deaths,04/14/2020 recovered,04/14/2020 total recovered,04/15/2020 new confirmed,04/15/2020 total confirmed,04/15/2020 new deaths,04/15/2020 total deaths,04/15/2020 recovered,04/15/2020 total recovered,04/16/2020 new confirmed,04/16/2020 total confirmed,04/16/2020 new deaths,04/16/2020 total deaths,04/16/2020 recovered,04/16/2020 total recovered,04/17/2020 new confirmed,04/17/2020 total confirmed,04/17/2020 new deaths,04/17/2020 total deaths,04/17/2020 recovered,04/17/2020 total recovered,04/18/2020 new confirmed,04/18/2020 total confirmed,04/18/2020 new deaths,04/18/2020 total deaths,04/18/2020 recovered,04/18/2020 total recovered,04/19/2020 new confirmed,04/19/2020 total confirmed,04/19/2020 new deaths,04/19/2020 total deaths,04/19/2020 recovered,04/19/2020 total recovered,04/20/2020 new confirmed,04/20/2020 total confirmed,04/20/2020 new deaths,04/20/2020 total deaths,04/20/2020 recovered,04/20/2020 total recovered,04/21/2020 new confirmed,04/21/2020 total confirmed,04/21/2020 new deaths,04/21/2020 total deaths,04/21/2020 recovered,04/21/2020 total recovered,04/22/2020 new confirmed,04/22/2020 total confirmed,04/22/2020 new deaths,04/22/2020 total deaths,04/22/2020 recovered,04/22/2020 total recovered,04/23/2020 new confirmed,04/23/2020 total confirmed,04/23/2020 new deaths,04/23/2020 total deaths,04/23/2020 recovered,04/23/2020 total recovered,04/24/2020 new confirmed,04/24/2020 total confirmed,04/24/2020 new deaths,04/24/2020 total deaths,04/24/2020 recovered,04/24/2020 total recovered,04/25/2020 new confirmed,04/25/2020 total confirmed,04/25/2020 new deaths,04/25/2020 total deaths,04/25/2020 recovered,04/25/2020 total recovered
Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,1.0,1.0,1.0,22.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,1.0,2.0,24.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,1.0,16.0,40.0,1.0,1.0,0.0,1.0,0.0,40.0,0.0,1.0,0.0,1.0,34.0,74.0,0.0,1.0,0.0,1.0,10.0,84.0,1.0,2.0,1.0,2.0,10.0,94.0,2.0,4.0,0.0,2.0,16.0,110.0,0.0,4.0,0.0,2.0,0.0,110.0,0.0,4.0,0.0,2.0,10.0,120.0,0.0,4.0,0.0,2.0,50.0,170.0,0.0,4.0,0.0,2.0,4.0,174.0,0.0,4.0,3.0,5.0,63.0,237.0,0.0,4.0,0.0,5.0,36.0,273.0,2.0,6.0,5.0,10.0,8.0,281.0,0.0,6.0,0.0,10.0,18.0,299.0,1.0,7.0,0.0,10.0,50.0,349.0,0.0,7.0,5.0,15.0,18.0,367.0,4.0,11.0,3.0,18.0,56.0,423.0,3.0,14.0,0.0,18.0,21.0,444.0,0.0,14.0,11.0,29.0,40.0,484.0,1.0,15.0,3.0,32.0,37.0,521.0,0.0,15.0,0.0,32.0,34.0,555.0,3.0,18.0,0.0,32.0,52.0,607.0,0.0,18.0,0.0,32.0,58.0,665.0,3.0,21.0,0.0,32.0,49.0,714.0,2.0,23.0,8.0,40.0,70.0,784.0,2.0,25.0,3.0,43.0,56.0,840.0,5.0,30.0,11.0,54.0,66.0,906.0,0.0,30.0,45.0,99.0,27.0,933.0,0.0,30.0,13.0,112.0,63.0,996.0,3.0,33.0,19.0,131.0,30.0,1026.0,3.0,36.0,4.0,135.0,66.0,1092.0,0.0,36.0,15.0,150.0,84.0,1176.0,4.0,40.0,16.0,166.0,103.0,1279.0,2.0,42.0,13.0,179.0,72.0,1351.0,1.0,43.0,9.0,188.0,112.0,1463.0,4.0,47.0,0.0,188.0
Albania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,1.0,0.0,0.0,11.0,23.0,0.0,1.0,0.0,0.0,10.0,33.0,0.0,1.0,0.0,0.0,5.0,38.0,0.0,1.0,0.0,0.0,4.0,42.0,0.0,1.0,0.0,0.0,9.0,51.0,0.0,1.0,0.0,0.0,4.0,55.0,0.0,1.0,0.0,0.0,4.0,59.0,1.0,2.0,0.0,0.0,5.0,64.0,0.0,2.0,0.0,0.0,6.0,70.0,0.0,2.0,0.0,0.0,6.0,76.0,0.0,2.0,2.0,2.0,13.0,89.0,0.0,2.0,0.0,2.0,15.0,104.0,2.0,4.0,0.0,2.0,19.0,123.0,1.0,5.0,8.0,10.0,23.0,146.0,0.0,5.0,7.0,17.0,28.0,174.0,1.0,6.0,0.0,17.0,12.0,186.0,2.0,8.0,14.0,31.0,11.0,197.0,2.0,10.0,0.0,31.0,15.0,212.0,0.0,10.0,2.0,33.0,11.0,223.0,1.0,11.0,11.0,44.0,20.0,243.0,4.0,15.0,8.0,52.0,16.0,259.0,0.0,15.0,15.0,67.0,18.0,277.0,1.0,16.0,9.0,76.0,27.0,304.0,1.0,17.0,13.0,89.0,29.0,333.0,3.0,20.0,10.0,99.0,28.0,361.0,0.0,20.0,5.0,104.0,16.0,377.0,1.0,21.0,12.0,116.0,6.0,383.0,1.0,22.0,15.0,131.0,17.0,400.0,0.0,22.0,23.0,154.0,9.0,409.0,1.0,23.0,11.0,165.0,7.0,416.0,0.0,23.0,17.0,182.0,17.0,433.0,0.0,23.0,15.0,197.0,13.0,446.0,0.0,23.0,20.0,217.0,21.0,467.0,0.0,23.0,15.0,232.0,8.0,475.0,1.0,24.0,16.0,248.0,19.0,494.0,1.0,25.0,3.0,251.0,24.0,518.0,1.0,26.0,26.0,277.0,21.0,539.0,0.0,26.0,6.0,283.0,9.0,548.0,0.0,26.0,19.0,302.0,14.0,562.0,0.0,26.0,12.0,314.0,22.0,584.0,0.0,26.0,13.0,327.0,25.0,609.0,0.0,26.0,18.0,345.0,25.0,634.0,1.0,27.0,11.0,356.0,29.0,663.0,0.0,27.0,29.0,385.0,15.0,678.0,0.0,27.0,9.0,394.0,34.0,712.0,0.0,27.0,9.0,403.0
Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,24.0,1.0,1.0,8.0,8.0,2.0,26.0,1.0,2.0,0.0,8.0,11.0,37.0,1.0,3.0,4.0,12.0,11.0,48.0,1.0,4.0,0.0,12.0,6.0,54.0,0.0,4.0,0.0,12.0,6.0,60.0,0.0,4.0,0.0,12.0,14.0,74.0,3.0,7.0,0.0,12.0,13.0,87.0,2.0,9.0,20.0,32.0,3.0,90.0,2.0,11.0,0.0,32.0,49.0,139.0,4.0,15.0,0.0,32.0,62.0,201.0,2.0,17.0,33.0,65.0,29.0,230.0,0.0,17.0,0.0,65.0,34.0,264.0,2.0,19.0,-41.0,24.0,38.0,302.0,2.0,21.0,41.0,65.0,65.0,367.0,4.0,25.0,-36.0,29.0,42.0,409.0,1.0,26.0,0.0,29.0,45.0,454.0,3.0,29.0,2.0,31.0,57.0,511.0,2.0,31.0,0.0,31.0,73.0,584.0,4.0,35.0,6.0,37.0,132.0,716.0,9.0,44.0,9.0,46.0,131.0,847.0,14.0,58.0,15.0,61.0,139.0,986.0,28.0,86.0,0.0,61.0,185.0,1171.0,19.0,105.0,1.0,62.0,80.0,1251.0,25.0,130.0,28.0,90.0,69.0,1320.0,22.0,152.0,0.0,90.0,103.0,1423.0,21.0,173.0,0.0,90.0,45.0,1468.0,20.0,193.0,23.0,113.0,104.0,1572.0,12.0,205.0,124.0,237.0,94.0,1666.0,30.0,235.0,110.0,347.0,95.0,1761.0,21.0,256.0,58.0,405.0,64.0,1825.0,19.0,275.0,55.0,460.0,89.0,1914.0,18.0,293.0,131.0,591.0,69.0,1983.0,20.0,313.0,10.0,601.0,87.0,2070.0,13.0,326.0,90.0,691.0,90.0,2160.0,10.0,336.0,17.0,708.0,108.0,2268.0,12.0,348.0,75.0,783.0,150.0,2418.0,16.0,364.0,63.0,846.0,116.0,2534.0,3.0,367.0,48.0,894.0,95.0,2629.0,8.0,375.0,153.0,1047.0,89.0,2718.0,9.0,384.0,52.0,1099.0,93.0,2811.0,8.0,392.0,53.0,1152.0,99.0,2910.0,10.0,402.0,52.0,1204.0,97.0,3007.0,5.0,407.0,151.0,1355.0,120.0,3127.0,8.0,415.0,53.0,1408.0,129.0,3256.0,4.0,419.0,71.0,1479.0
